_id,co_uf,no_uf,ano,variavel,social_categoria,social_subcategoria,valor
3004,31,Minas Gerais,2019,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",5733784.0
3005,31,Minas Gerais,2019,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.8265655456
3006,31,Minas Gerais,2019,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.8428134989
3007,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,602.0
3008,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,735.0
3009,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),686274.0
3010,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,1006367.0
3011,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,271536.0
3012,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,694378.0
3013,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,1461445.0
3014,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),1204968.0
3015,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,2812013.0
3016,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,883789.0
3017,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,2066770.0
3018,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,2658555.0
3019,31,Minas Gerais,2020,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1972281.0
3020,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,1909338.0
3021,31,Minas Gerais,2020,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,6967540.0
3022,31,Minas Gerais,2020,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",5762572.0
3023,31,Minas Gerais,2020,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.7181863832
3024,31,Minas Gerais,2020,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.7409922825
3025,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,424.0
3026,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,515.0
3027,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),756095.0
3028,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,1187152.0
3029,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,295509.0
3030,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,809203.0
3031,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,1503444.0
3032,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),1307527.0
3033,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,3142377.0
3034,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,899863.0
3035,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,2354532.0
3036,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,3047959.0
3037,31,Minas Gerais,2021,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",2291864.0
3038,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,1868289.0
3039,31,Minas Gerais,2021,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,7704299.0
3040,31,Minas Gerais,2021,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",6396772.0
3041,31,Minas Gerais,2021,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.6129639539
3042,31,Minas Gerais,2021,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.6559918041
3043,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,337.0
3044,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,419.0
3045,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),904121.0
3046,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,1558454.0
3047,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,355786.0
3048,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,908622.0
3049,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,2219758.0
3050,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),1528645.0
3051,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,3635356.0
3052,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,1036033.0
3053,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,2539155.0
3054,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,3726983.0
3055,31,Minas Gerais,2022,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",2822862.0
3056,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,2745460.0
3057,31,Minas Gerais,2022,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,8739189.0
3058,31,Minas Gerais,2022,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",7210544.0
3059,31,Minas Gerais,2022,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.7366440899
3060,31,Minas Gerais,2022,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.7863501652
3061,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),46750.0
3062,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,160191.0
3063,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,120968.0
3064,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,92990.0
3065,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),94509.0
3066,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,550629.0
3067,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,456995.0
3068,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,298014.0
3069,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,420899.0
3070,32,Espírito Santo,2012,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",374149.0
3071,32,Espírito Santo,2012,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1400147.0
3072,32,Espírito Santo,2012,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1305638.0
3073,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),62318.0
3074,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,152411.0
3075,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,120646.0
3076,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,118681.0
3077,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),126826.0
3078,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,505806.0
3079,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,449156.0
3080,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,380873.0
3081,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,454056.0
3082,32,Espírito Santo,2013,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",391738.0
3083,32,Espírito Santo,2013,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1462661.0
3084,32,Espírito Santo,2013,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1335835.0
3085,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),83549.0
3086,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,160600.0
3087,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,119328.0
3088,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,129851.0
3089,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),169793.0
3090,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,520322.0
3091,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,434292.0
3092,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,411653.0
3093,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,493328.0
3094,32,Espírito Santo,2014,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",409779.0
3095,32,Espírito Santo,2014,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1536060.0
3096,32,Espírito Santo,2014,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1366267.0
3097,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,467.0
3098,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,905.0
3099,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),88169.0
3100,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,133741.0
3101,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,95701.0
3102,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,141881.0
3103,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,248373.0
3104,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),178498.0
3105,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,419600.0
3106,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,342632.0
3107,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,452631.0
3108,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,459492.0
3109,32,Espírito Santo,2015,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",371323.0
3110,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,304140.0
3111,32,Espírito Santo,2015,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1393361.0
3112,32,Espírito Santo,2015,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1214863.0
3113,32,Espírito Santo,2015,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.6619048863
3114,32,Espírito Santo,2015,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.6688866566
3115,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,265.0
3116,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,480.0
3117,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),96942.0
3118,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,120909.0
3119,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,84025.0
3120,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,128621.0
3121,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,236327.0
3122,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),202481.0
3123,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,380499.0
3124,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,297241.0
3125,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,421753.0
3126,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,430497.0
3127,32,Espírito Santo,2016,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",333555.0
3128,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,280979.0
3129,32,Espírito Santo,2016,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1301974.0
3130,32,Espírito Santo,2016,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1099493.0
3131,32,Espírito Santo,2016,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.6526851523
3132,32,Espírito Santo,2016,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.708509841
3133,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,140.0
3134,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,226.0
3135,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),83969.0
3136,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,133654.0
3137,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,74748.0
3138,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,123255.0
3139,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,246461.0
3140,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),158056.0
3141,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,415129.0
3142,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,259799.0
3143,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,384731.0
3144,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,415626.0
3145,32,Espírito Santo,2017,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",331657.0
3146,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,301201.0
3147,32,Espírito Santo,2017,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1217715.0
3148,32,Espírito Santo,2017,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",1059659.0
3149,32,Espírito Santo,2017,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.7246923917
3150,32,Espírito Santo,2017,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.7431201512
3151,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,83.0
3152,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,137.0
3153,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),94832.0
3154,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,141926.0
3155,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,64589.0
3156,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,113386.0
3157,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,275181.0
3158,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),179758.0
3159,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,426091.0
3160,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,218689.0
3161,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,351287.0
3162,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,414733.0
3163,32,Espírito Santo,2018,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",319901.0
3164,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,354826.0
3165,32,Espírito Santo,2018,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1175825.0
3166,32,Espírito Santo,2018,Assistência Social,CadÚnico,"Quantidade total de pessoas cadastradas em famílias com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",996067.0
3167,32,Espírito Santo,2018,Assistência Social,CadÚnico,Taxa de atualização cadastral - a taxa é obtida pela divisão do Total de Famílias com cadastro atualizado pelo Total de Famílias cadastradas no Cadastro Único.,0.8555528497
3168,32,Espírito Santo,2018,Assistência Social,CadÚnico,Taxa de atualização cadastral até 1/2 Sal. min. - a taxa é obtida pela divisão do Total de Famílias com renda até 1/2 Sal. min. com cadastro atualizado pelo Total de Famílias cadastradas com renda até 1/2 Sal. min. no Cadastro Único.,0.8602067515
3169,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de famílias beneficiárias do Programa Bolsa Família/Auxílio Brasil com algum membro em situação de trabalho infantil,31.0
3170,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com algum membro em situação de trabalho infantil,44.0
3171,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),118405.0
3172,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 1*,159536.0
3173,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 2**,64697.0
3174,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de famílias cadastradas com renda per capita mensal na FAIXA 3***,122714.0
3175,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de famílias com os cadastros atualizados e com renda per capita mensal até meio salário mínimo,295082.0
3176,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal acima de meio salário mínimo (FAIXA 4****),222780.0
3177,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 1*,463238.0
3178,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 2**,214364.0
3179,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade de pessoas cadastradas em famílias com renda per capita mensal na FAIXA 3***,373082.0
3180,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade total de famílias cadastradas,465352.0
3181,32,Espírito Santo,2019,Assistência Social,CadÚnico,"Quantidade total de famílias cadastradas com renda per capita mensal até meio salário mínimo (FAIXAS 1, 2 e 3)*",346947.0
3182,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade total de famílias com os cadastros atualizados,391936.0
3183,32,Espírito Santo,2019,Assistência Social,CadÚnico,Quantidade total de pessoas cadastradas,1273464.0
